character,games,turns,first_actual_year,last_actual_year,community,top_partners
Skan,74,967,2007,2018,1,Dajemona (23); merlinho (15); Aranel (12); Fortescue (12); Ailin (11); Stige (11); Voltan (8); Adema (8); Arioch (7); Tyrus (7); Herywen (6); Alcalime (5); Loxis (5); Bauster (5); Elimar (5)
Skanner,1,4,2005,2005,2,Cathein (1); Ellendal (1); Evander (1); Nathan (1)
Slaifer,1,6,2008,2008,1,Aisha (1); Allison (1); Bauster (1); Celine (1); Credelia (1); Habel (1); Hennet (1); Kiol (1); Lawrence (1); Mhikal (1); Nicodemus (1); Philippe (1); Sehmeola (1); Siska (1); Skan (1)
Slythrott,27,282,2012,2013,0,Kazuya (6); Thalion (6); Arioch (6); Theunis (5); Rephexia (5); Lenian (4); Ailin (4); Steel (4); Tyrion (4); Izayoi (4); Alydia (4); Elimar (4); Theon (4); Khalux (4); Lyzur (3)
Smiht,2,6,2006,2006,5,Andreas (2); Ducan (2); Francislake (2); Tieryn (2)
Soidoc,3,17,2008,2009,2,Izayoi (2); Siverius (1); Catlyn (1); Drak (1); Elrik (1); Eruner (1); Giosia (1); Yurian (1)
Someryn,4,28,2025,2025,3,Elimar (4); Elanoer (3); Vosthyl (3); Arioch (3); Malll (1); Ariel (1); Arphenix (1); Carcinero (1); Etain (1); Fortescue (1); Lulu (1); Maseeri (1); merlinho (1); Mirodek (1); Rhyannor (1)
SonoNeroInferno,13,167,2004,2008,3,Vahn (11); ThamiorLothain (5); GandalfI (4); Isthar (3); Faelya (2); Arcannas (2); Fanari (2); Zunfe (2); Corwin (1); FortuneShadow (1); Hispanico (1); Imzadi (1); Thamior (1); Bailen (1); Ulrich (1)
Soraya,7,59,2004,2008,4,Vahn (4); Alastor (3); Maseeri (3); Xebox (3); Ayla (2); Conner (2); Edgewood (2); Eorinan (2); Gween (2); Keylan (2); Loki (2); Malduin (2); Midhriel (2); Morganas (2); Rhyannor (2)
Spartaco,1,2,2005,2005,3,Gaara (1); Han (1); Mandon (1); Maseeri (1); Mothgaur (1); Vahn (1); Yue (1)
Spidy,2,13,2006,2006,6,Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Cortex (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Faolin (1); Ferarius (1); Gatsu (1); Lynzi (1)
Squal,1,1,2006,2006,4,Francislake (1); Loki (1); Sertos (1)
Squixo,4,16,2005,2009,0,Arioch (3); Mateky (2); May (2); Norman (2); Bauster (1); Ailin (1); Elron (1); Karilh (1)
Srealp,1,7,2007,2007,5,Adrian (1); Garret (1); Keleldur (1); Kyan (1); Nefibi (1); Nightbreeze (1)
Steel,33,385,2004,2021,0,Kazuya (9); DarkEyes (8); Nyden (6); Mirael (5); Euridas (5); Theunis (5); Rephexia (5); Darktruecoby (4); Donegal (4); Ebenezer (4); Lamhia (4); Malduin (4); Jan (4); Stige (4); Elimar (4)
Sterling,2,7,2012,2013,0,Alistair (2); Tyrande (1); Arles (1); Claymore (1); Domino (1); Ecate (1); Euridas (1); Francislake (1); Huga (1); merlinho (1)
Stige,34,419,2005,2009,7,Skan (11); Adema (10); Arioch (7); Tyrus (6); Ireth (5); Alcarinque (5); Elegost (5); Kazuya (4); Steel (4); Achitia (4); Euridas (4); Nyden (4); merlinho (4); Sekmeth (4); Guineth (4)
Stoneaxe,1,7,2004,2004,4,Eiko (1); Eshtar (1); faroth (1); Feredil (1); Lenian (1); Malaeth (1); Rhyannor (1); ThamiorLothain (1); Unicorn (1); william (1)
Stravogin,5,43,2013,2014,0,Keleldur (2); Rephexia (2); Alyosha (1); Barahir (1); Claymore (1); Ilja (1); merlinho (1); Izayoi (1); Francislake (1); Demios (1); Ramel (1); Theon (1)
Subber,1,4,2007,2007,1,Afnor (1); Ago (1); Axia (1); Elisil (1); Fortescue (1); Loto (1); Mankok (1); Phemt (1); Saval (1); Sehmeola (1)
Suey,12,157,2007,2009,3,Elanoer (6); Skan (4); Adema (3); Arioch (3); Stige (3); Nyden (2); Rosek (2); Jago (2); Ylerei (2); Francislake (2); Sekmeth (2); Tyrus (2); Axia (1); Ducan (1); Durandal (1)
Suite,3,12,2008,2008,1,Aranel (2); Growyn (2); Dajemona (2); Areion (1); Blancks (1); Elsah (1); Isil (1); Nordus (1); Vrasta (1); Kirden (1); Skan (1); Voltan (1); Asgard (1); Heremidas (1); Ramyr (1)
Sultha,14,240,2004,2007,4,Dehro (7); Francis (4); Wonderela (4); charis (3); Cloud (3); DarkEyes (3); Esgaloth (3); Eshtar (3); Loriel (3); Pannha (3); Rhyannor (3); Thanatos (3); Yaran (3); Ylerei (3); Vahn (3)
Sulthaim,1,8,2008,2008,2,Euridas (1); Ghassan (1)
Sumiree,1,8,2008,2008,1,Ailin (1); Alcalime (1); Anthony (1); Aranel (1); Ariel (1); Arphenix (1); Eclis (1); Elimar (1); Elyanth (1); Klask (1); Kushluk (1)
Svitknoa,2,4,2007,2008,1,Loxis (2); merlinho (2); Feagost (1); Fortescue (1); Layla (1); Palancar (1); Afnor (1); Aranel (1); Cathein (1); Elisil (1); Geror (1); Heleg (1); Mossflower (1); Nimoe (1); Perse (1)
Sylen,1,11,2007,2007,5,Andrej (1); Bartech (1); Bea (1); Daarigraz (1); Glaider (1); Krusc (1); Laksmi (1); Niniel (1)
Sylvimar,55,675,2006,2026,3,Vahn (33); Ariel (28); Arphenix (26); Maseeri (24); Francislake (16); Keleldur (15); Adema (11); Kiol (9); ThamiorLothain (7); Elyanth (6); merlinho (6); Nefibi (5); Elimar (5); Bill (5); Mogan (5)
Synwan,1,22,2004,2004,3,Silan (1); Vahn (1); Wilhelmir (1)
Syrcusaar,1,4,2007,2007,3,Adam (1); Adema (1); Archias (1); Daerithas (1)
Tailer,3,32,2005,2006,3,Alsen (2); Arioch (1); Corwin (1); Halmar (1); Lizert (1); Mandon (1); Melisandre (1); Mirael (1); Porphiri (1); Shana (1); ThamiorLothain (1); Tordek (1); Tristina (1); Vahn (1); Nefibi (1)
Takeru,1,16,2006,2006,2,Jarl (1); Jeko (1); Joans (1); Maseeri (1); Midhriel (1); Tiran (1); Zanner (1)
Talamir,1,3,2007,2007,2,Vahn (1); Zanner (1)
Talia,2,13,2019,2019,3,Lulu (2); Ailin (1); Olaf (1)
Talim,2,4,2007,2007,0,Alyon (2); Elimar (2); Gaio (2); Miverniv (2)
Tannhauser,1,7,2007,2007,1,Aisha (1); Arendhil (1); Asgard (1); Belias (1); Christof (1); Daerithas (1); Gerith (1); Megisto (1); Mhikal (1); Nimoe (1)
Tarik,28,229,2007,2014,0,Arioch (9); Khalux (7); Elimar (5); Ailin (4); Laurens (4); Shekinah (3); May (3); Erebo (3); Elladan (3); Morgoth (3); Kazuya (2); Daerithas (2); Lancel (2); Dareh (2); Mekylius (2)
Taris,1,7,2014,2014,0,Aries (1); Elanoer (1); Khalux (1); Ogottomelli (1); Therys (1)
Tarnhil,16,298,2008,2009,2,Nyden (16); Euridas (3); Skan (1); Alexander (1); Elegost (1); Malakay (1); Rhyannor (1)
Tassoni,3,14,2007,2008,2,Alcalime (1); Areion (1); Ghilbli (1); Greed (1); Lyseleth (1); Nimoe (1); Nopalamus (1); Nordus (1); Elrik (1); Francis (1); Goran (1); Tyrion (1); Euridas (1); Ireth (1); Keleldur (1)
Tathor,1,6,2008,2008,2,Anarion (1); Azhal (1); Catlyn (1); Drehimo (1); Medrion (1); Valen (1)
Tatoz,4,25,2006,2007,4,Ellenroh (3); Fate (3); Khel (2); Loriel (2); Oltar (2); Rhoan (2); Rhyannor (2); Rigardo (2); Sealyan (2); Thorek (2); Tyrus (2); Unicorn (2); Earenya (1); Emyride (1); Edmund (1)
Taurles,2,4,2007,2007,1,Ailin (2); Alcalime (2); Aranel (2); merlinho (2); Vanilor (2); Skan (1); Balthazar (1); Dvalin (1); Kiol (1); Lecsus (1); Lizelin (1); Salazar (1); Seja (1)
Tauro,1,1,2007,2007,4,Ellenroh (1); Fate (1); Khel (1); Loriel (1); Oltar (1); Rhoan (1); Rhyannor (1); Rigardo (1); Sealyan (1); Tatoz (1); Thorek (1); Tyrus (1); Unicorn (1)
Teclis,11,137,2004,2007,4,Loriel (9); Sealyan (6); Ireth (5); Unicorn (5); Alsen (4); Anarion (4); Arwiel (4); Asgard (4); Cleryon (4); deargh (4); Hamild (4); Kahzar (4); Krimgor (4); merlinho (4); Midhriel (4)
Telperion,1,17,2004,2004,3,Arack (1); Felicia (1); selby (1); Vahn (1)
Tersicore,6,58,2006,2007,5,merlinho (4); Anakin (3); Arhamir (3); Arphenix (3); Elwing (3); Fibi (3); Fond (3); Janas (3); Langdal (3); Midhriel (3); Riukkiu (3); Thantalas (3); Wizard (3); Eufrasia (2); Ago (1)
Thalion,21,156,2012,2013,0,Khalux (12); Elimar (8); Arioch (7); Slythrott (6); Izayoi (5); Laurens (5); Elyen (3); Theunis (3); Warlock (3); Ramel (3); Ailin (3); Khira (3); Maynard (2); Thorck (2); Alydia (2)
Thamior,4,14,2004,2014,0,Alester (2); Aries (2); Carcinero (2); Claymore (2); Katon (2); Luinil (2); merlinho (2); Corwin (1); Faelya (1); FortuneShadow (1); GandalfI (1); Hispanico (1); Imzadi (1); Isthar (1); SonoNeroInferno (1)
ThamiorLothain,59,990,2004,2026,3,Vahn (41); Maseeri (15); Isthar (10); Adema (8); Ariel (7); Sylvimar (7); Rhyannor (6); Melisandre (6); Arioch (6); Keleldur (6); SonoNeroInferno (5); Euridas (5); Francislake (5); Corwin (4); Faelya (4)
Thanatos,3,94,2004,2004,4,charis (3); DarkEyes (3); Dehro (3); Esgaloth (3); Loriel (3); Pannha (3); Sultha (3); Yaran (3); Ylerei (3); Algen (2); Cloud (2); Eshtar (2); Garildor (2); Haenelor (2); Ithil (2)
Thantalas,3,3,2006,2006,5,Anakin (3); Arhamir (3); Arphenix (3); Elwing (3); Fibi (3); Fond (3); Janas (3); Langdal (3); merlinho (3); Midhriel (3); Riukkiu (3); Tersicore (3); Wizard (3)
Thanya,5,32,2007,2007,1,Aranel (3); Dofa (2); Loxis (2); Alcalime (2); Arendhil (2); merlinho (2); Ago (1); Arkhemos (1); Baltor (1); Bea (1); deargh (1); Ellenroh (1); Ercoca (1); Eufrasia (1); Genji (1)
Thauron,2,12,2008,2008,1,Fortescue (1); Gurkhadash (1); Monfort (1); Rhysnuk (1); Vrashnak (1); Ashira (1); Tyrion (1); Ylerei (1)
Theklis,1,4,2008,2008,1,Growyn (1); Harad (1); Hatlach (1); Kirden (1)
Themias,2,66,2008,2008,1,Dajemona (2); Fortescue (2)
Thena,1,1,2019,2019,3,Jarl (1); Maseeri (1); Mekylius (1); Shyen (1); Vahn (1)
Thendra,1,9,2008,2008,1,Dargen (1); Herywen (1); Skan (1)
Theon,32,281,2008,2013,0,Axia (6); Elimar (6); Ramyr (5); Dajemona (5); Bauster (5); Tyrion (5); Dareon (5); Voltan (4); Monfort (4); Jeanne (4); Jago (4); Ramel (4); Theunis (4); Slythrott (4); Asgard (3)
Therys,1,7,2014,2014,0,Aries (1); Elanoer (1); Khalux (1); Ogottomelli (1); Taris (1)
Theunis,10,81,2007,2013,0,Kazuya (6); Steel (5); Slythrott (5); Elimar (5); Theon (4); Khalux (3); Arioch (3); Rephexia (3); Thalion (3); ThamiorLothain (2); Thorck (2); Cosme (2); Lyzur (2); Mekylius (2); Tyrion (2)
Thiresh,1,4,2007,2007,4,Alsen (1); Daga (1); Drusius (1); Elestil (1); Erylit (1); Ethamos (1); Guineth (1); Loras (1); Minas (1); Nicole (1); Rhyannor (1); Robert (1); Sehmai (1); Seth (1); Sholtz (1)
Thjarnar,1,6,2014,2014,0,Alicanto (1); Ariel (1); Elladan (1); merlinho (1); Morgana (1); Nienor (1)
Thomas,8,81,2008,2008,2,Mardok (4); Achitia (3); Euridas (3); Aranes (2); Alastorm (2); Francislake (2); Keleldur (2); Samiel (2); Tuco (2); Vein (2); Zahet (2); Elariell (2); Elyer (2); Fagin (2); Khael (2)
Thoorgraf,4,37,2007,2008,2,Axia (2); Celine (2); Amlaric (1); Anarion (1); Arentor (1); Bauster (1); Catlyn (1); Enrick (1); Kemfret (1); Lyzur (1); Seth (1); Azhal (1); Lenian (1); Valen (1); Dajemona (1)
Thorck,42,337,2008,2025,0,Maximilian (8); Dadox (6); Emile (5); Galamir (5); Jeko (5); Fek (5); Khalux (5); Francislake (5); Monfort (4); Bauster (4); Euridas (4); Izayoi (4); Kherk (4); Eventine (4); Jago (4)
Thorek,11,117,2003,2013,4,Loriel (4); Sealyan (4); Oltar (3); Rhoan (3); Unicorn (3); Rigardo (3); Ellenroh (2); Fate (2); Khel (2); Rhyannor (2); Tatoz (2); Tyrus (2); Euridas (2); Ayla (1); Cloud (1)
Thorgrim,1,5,2013,2013,0,Andrey (1); Carcinero (1); Claymore (1); Elimar (1); Euridas (1); Izayoi (1); Mekylius (1)
Thorin,7,56,2006,2009,6,Haimerick (2); Rauras (2); Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arthas (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1); Galadriell (1); Ifrid (1)
Thorren,4,25,2013,2013,0,Khalux (4); Elyen (2); Erebo (2); Lionel (2); Mynoth (2); Sibir (2); Thalion (2); Arioch (1); Claymore (1); Deniels (1); Elimar (1); Khira (1); Mossflower (1)
Thrain,2,7,2013,2013,0,Claymore (2); Cyru (2); Elyen (2); Garral (2); Katon (2); merlinho (2); Mynoth (2); Sibir (2); Quimandissett (1)
Thromir,1,18,,,2,Dehro (1); Wonderela (1)
Thyon,1,9,2007,2007,1,Beren (1); Enrick (1); Keric (1); Nicodemus (1); Tyrion (1)
Tibor,4,31,2008,2008,1,Sehmeola (2); Alucadde (1); Artemidia (1); Likos (1); merlinho (1); Mossflower (1); Nohel (1); Oigamed (1); Selen (1); Shimal (1); Dajemona (1); Aisha (1); Allison (1); Bauster (1); Celine (1)
Tieryn,17,147,2006,2007,4,Asmira (6); Ellenroh (4); Eufrasia (4); deargh (3); Beatrix (3); Bill (3); Druelyn (3); Erol (3); Francis (3); Jeanne (3); Jill (3); Kanon (3); Loki (3); Loriel (3); Malduin (3)
Tik,1,2,2008,2008,0,Adrienne (1); Bill (1)
Tilla,2,20,2006,2006,5,Albus (2); Bartech (2); deargh (2); Federicis (2); Fibi (2); Helendil (2); Imhrien (2); Iversonn (2); Janas (2); Kishi (2); Rangal (2); Silde (2); Tieryn (2)
Tinuviel,23,266,2007,2009,5,merlinho (4); Matthew (4); Lukas (3); Andrex (3); Andriy (3); Gaizen (2); Helen (2); Clery (2); Elina (2); Saarhen (2); Lancel (2); Malvenis (2); Daerithas (2); Dareon (2); Alcalime (1)
Tiran,11,84,2006,2007,4,Artax (2); Kanon (2); Midhriel (2); Loriel (2); Khael (2); Maraviglia (2); Mateky (1); Alsen (1); Asgard (1); Atanvarnie (1); Desdemona (1); Fek (1); Kiol (1); Ylerei (1); Beatrix (1)
Tolor,3,3,2007,2007,5,Daarigraz (3); Fibi (3); Helen (3); merlinho (3); Myrddinwyllt (3); Wolver (2)
Tony,7,50,2006,2008,0,Bill (3); Manwe (3); Edwar (3); Nau (2); Adrienne (2); Emile (2); Elimar (1); Herywen (1); Kushluk (1); Liendre (1); Jodhel (1); Ramyr (1); Zanner (1); Lancel (1); Ailin (1)
Tordek,6,18,2005,2008,5,Arendhil (3); Bohann (3); Eufrasia (3); Icon (3); Khris (3); Killen (3); Langdal (3); Ulrich (3); Zandak (3); Corwin (2); Melisandre (2); Mirael (2); Shana (2); ThamiorLothain (2); Vahn (2)
Trefius,1,1,2004,2004,4,Eshtar (1); Helyanwë (1); Sultha (1); Vahn (1)
Tremain,23,444,2004,2008,2,Wonderela (7); Francis (5); Dehro (5); Euridas (5); Lilithas (5); Melwen (4); Anthony (4); Goran (4); Gaart (3); Norman (3); merlinho (3); Eufrasia (3); Irdon (3); Nyden (3); Ireth (3)
Trevor,3,17,2006,2008,6,merlinho (2); Alcalime (1); Baltor (1); Frade (1); Gilbert (1); Izayoi (1); Kishi (1); Naiiky (1); Raptors (1); Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Cortex (1)
Tristina,2,9,2005,2005,4,Alastor (1); Alexander (1); Allie (1); Ascot (1); Baal (1); Helena (1); Igrey (1); Ireth (1); Kandar (1); Keylan (1); Lance (1); Lantys (1); Lenara (1); Mirodek (1); Morganas (1)
Trorso,1,3,2013,2013,0,Ailin (1); Thalion (1)
Troy,2,14,2007,2007,5,Eufrasia (2); Helen (2); Imloth (2); Krusc (2); Tieryn (2); Tyrion (2); Unicorn (2)
Trystian,4,30,2007,2008,1,Hennet (2); Skan (2); Loxis (2); Alcalime (1); Aranel (1); Arendhil (1); Elimar (1); Helen (1); Hiam (1); Mark (1); merlinho (1); Nichole (1); Thanya (1); Aisha (1); Allison (1)
Tuco,10,171,2008,2012,2,Francislake (6); Mardok (5); Ireth (3); Vein (3); Jeal (3); Euridas (2); Christof (2); Dazed (2); Elanoer (2); Eris (2); Field (2); Goran (2); Khael (2); Lilithas (2); Mogan (2)
Tullio,1,12,2007,2007,3,Francislake (1); Manadriel (1); Maximilian (1); ThamiorLothain (1)
Tyrande,10,102,2009,2014,0,Alistair (3); Cioccholatee (3); Euridas (2); Malll (2); Mikami (1); Mythen (1); Kyrian (1); Sterling (1); Carcinero (1); Ecate (1); Francislake (1); Katon (1); Mynoth (1); Mekylius (1); Coral (1)
Tyreal,4,57,2004,2004,4,Alsen (4); Anarion (4); Arwiel (4); Asgard (4); Cleryon (4); deargh (4); Hamild (4); Kahzar (4); Krimgor (4); Loriel (4); merlinho (4); Midhriel (4); Teclis (4); Unicorn (4); Ireth (3)
Tyrek,1,38,2004,2004,3,Alerik (1); Corwin (1); Isthar (1); Maseeri (1); Melisandre (1); Shana (1); Vahn (1)
Tyrell,1,11,2007,2007,1,Ailin (1); Alcalime (1); Ambalar (1); Aranel (1); Elyador (1); Geafried (1); Sapna (1); Yvaine (1)
Tyrion,25,147,2007,2013,0,Theon (5); Monfort (5); Seyfer (4); Emile (4); Lancel (4); Ramel (4); Slythrott (4); Arentor (3); Goliath (3); Lyzur (3); Enrick (3); Bauster (3); Thorck (3); Eventine (3); Malvenis (3)
Tyrus,18,192,2006,2009,7,Skan (7); Adema (6); Stige (6); Loriel (5); Carmin (4); Sealyan (4); Arioch (4); Ellenroh (3); Fate (3); Khel (3); Rhoan (3); Guineth (3); Brianna (3); Malantio (3); Oltar (2)
Ugluk,1,6,2009,2009,1,Autolico (1); Dhac (1); Edwar (1); Eiko (1); Mogan (1); Valll (1)
Ukmar,2,14,2008,2009,3,Kyra (1); Francislake (1); Keleldur (1); Zahet (1)
Ulfila,1,2,2011,2011,2,Demios (1); Jeko (1); Maximilian (1)
Ulrich,4,36,2004,2006,5,Arendhil (3); Bohann (3); Eufrasia (3); Icon (3); Khris (3); Killen (3); Langdal (3); Tordek (3); Zandak (3); Bailen (1); SonoNeroInferno (1); Vahn (1)
Unicorn,11,182,2003,2007,4,Loriel (8); Sealyan (6); Midhriel (5); Teclis (5); Alsen (4); Anarion (4); Arwiel (4); Asgard (4); Cleryon (4); deargh (4); Hamild (4); Ireth (4); Kahzar (4); Krimgor (4); merlinho (4)
Uragalth,1,9,2009,2009,0,Niham (1); Sieghart (1); Yecoh (1)
Uranlen,2,24,2007,2008,7,Christof (1); Guy (1); Mirael (1); Steel (1); Stige (1); Zanner (1)
Uranos,5,81,2008,2009,3,Anthony (3); Dehro (2); Eufrasia (2); Francislake (2); Keleldur (2); Malfar (2); Minas (2); Mirael (2); Rhyannor (2); Valll (2); Euridas (2); Hatlach (2); Ireth (2); Irdon (1); Lilithas (1)
Urashima,1,7,2008,2008,1,Credelia (1); Dajemona (1); Fortescue (1); Giosia (1); Loxis (1); merlinho (1); Ylerei (1)
Urladur,1,1,2014,2014,0,Aries (1); Elladan (1); Essedil (1)
Urs,6,47,2006,2007,5,Alcalime (2); Alindor (2); Asmira (2); Adema (2); Axia (2); Eufrasia (2); Euridas (2); Manadriel (2); Bauster (1); Francislake (1); Guy (1); Ireth (1); Jarelith (1); Myrddinwyllt (1); Nyden (1)
Urulex,3,15,2006,2008,2,Bauster (1); Bliss (1); Ellendal (1); Kiol (1); Leviathan (1); Nathan (1); Aldarico (1); Ambalar (1); Aranel (1); Lenian (1); Thorck (1)
Urwen,19,136,2021,2026,0,SiannaLeFair (9); Francislake (8); Euridas (7); Bill (5); Mihawk (5); Vahn (5); Almandine (4); Dareh (4); Izayoi (4); Maseeri (4); Mogan (4); Demios (2); Rephexia (2); Adema (2); Malll (2)
Urza,1,2,2007,2007,4,Clery (1); Ellenroh (1); Fate (1); Fortescue (1); merlinho (1)
Utrio,1,1,2010,2010,0,Bonaventura (1); Demios (1); Elyen (1); Lomyril (1); Mendar (1)
Vahn,321,5400,2003,2026,3,Maseeri (107); ThamiorLothain (41); Adema (36); Sylvimar (33); Keleldur (31); Francislake (24); Bill (23); Ariel (21); Arphenix (19); Melisandre (16); Mogan (15); Alerik (14); Corwin (14); Isthar (13); Onizuka (12)
Val,4,20,2012,2012,0,Andrey (1); Carcinero (1); Daerithas (1); Loxis (1); Maynard (1); Orione (1); Raxiel (1); Regan (1); Skan (1); Kadrin (1); Katon (1); Khael (1); Lionel (1); Maximilian (1); Mhikal (1)
Valandelian,5,33,2004,2007,4,Eithel (5); Malduin (5); Miroth (5); Owyn (2); Anarion (1); Ayla (1); Bhrama (1); Celebi (1); Cloud (1); Dehro (1); Dibbe (1); Eorinan (1); Frazelhar (1); Ireth (1); Jolrael (1)
Valen,7,26,2006,2008,1,merlinho (4); Shimal (4); Azhal (3); Ariel (2); Fefalas (2); Jedhal (2); Farfa (2); Kerixon (2); Anarion (2); Catlyn (2); Dileandro (1); Axia (1); Celine (1); Lenian (1); Thoorgraf (1)
Valll,20,230,2007,2011,1,Aranel (5); Euridas (4); Loxis (4); Rhyannor (3); Cathein (3); Rumiko (2); Shekinah (2); merlinho (2); Anthony (2); Dehro (2); Eufrasia (2); Francislake (2); Keleldur (2); Malfar (2); Minas (2)
Vandal,1,4,2005,2005,3,Argols (1); Bardanes (1); Blanko (1); Jargo (1); Maseeri (1); Nimoe (1); Vahn (1); Xebox (1)
Vangum,2,10,2007,2007,5,Alcalime (1); Andres (1); Arkronis (1); Gaizen (1); Helen (1); Iphigenia (1); merlinho (1); Necangel (1); Ninksi (1); Saarhen (1); Seyfer (1); Sirious (1); Arija (1); Elly (1); Giammy (1)
Vanilor,2,11,2007,2007,1,Ailin (2); Alcalime (2); Aranel (2); merlinho (2); Taurles (2); Skan (1); Balthazar (1); Dvalin (1); Kiol (1); Lecsus (1); Lizelin (1); Salazar (1); Seja (1)
Vanred,2,9,2008,2008,2,Goliath (2); Shankara (2)
Varion,1,2,2008,2008,1,Alcalime (1); Liuck (1); Megalos (1); Skan (1)
Vaughan,1,7,2009,2009,3,Elanoer (1); Espander (1); Ireth (1); Isthar (1); Keleldur (1); Suey (1); Xanderkj (1)
Vein,24,265,2007,2023,2,Mardok (8); Dadox (7); Maximilian (7); Euridas (6); Ireth (6); Field (5); Anarion (5); Ghilbli (5); Aranes (5); Goran (4); Lilithas (4); Galamir (4); Izayoi (4); Khael (4); Elrik (3)
Velenofonte,1,21,2008,2008,1,Ages (1); Daerithas (1); Dajemona (1); Delereth (1); Elsah (1); Guts (1); Johel (1); Voltan (1)
Velgarn,7,82,2006,2008,6,Aranel (3); Dajemona (3); merlinho (2); Geror (2); Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arthas (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1)
Venceslao,1,2,2007,2007,1,Baltor (1); Garret (1); Gerith (1); Loxis (1); merlinho (1); Silton (1)
Verelath,5,43,2007,2008,1,Voltan (4); Ylerei (3); Asgard (2); Desdemona (2); Ago (1); Nordus (1); Agarawen (1); Daerithas (1); Keric (1); Khiber (1); Silvereth (1); Axia (1); Ghilbli (1); Mojojo (1); Saval (1)
Veris,1,6,2006,2006,6,Dibbe (1); Efe (1); Evil (1); Fortesque (1); Loriel (1); Luxer (1); merlinho (1); Natan (1); Phage (1); Sealyan (1); Shimal (1); Zamir (1); Zingrid (1)
Vernelia,1,2,2005,2005,3,Jena (1); Keleldur (1); Sin (1); Sultha (1)
Veronique,2,31,2006,2006,2,Elrik (2); Kushluk (2); Bill (1); Jarl (1); Kanon (1)
Vesa,1,1,2008,2008,1,Ailin (1); Aranel (1); Caesarus (1); Ramyr (1)
Vhelia,11,68,2009,2010,7,Elegost (5); Arioch (3); Dajemona (3); Alatriel (3); Danyel (2); Matthew (2); Skan (2); Alcalime (2); Siulefh (2); Guineth (1); Lulu (1); Monfort (1); Uranos (1); Arendhil (1); Isil (1)
Vholth,4,28,2006,2007,2,Enrick (3); Marneus (2); Rhen (2); Seyfer (2); Zarix (2); Dadox (1); Maximilian (1); Nicodemus (1); Phemt (1)
Vielyth,1,5,2009,2009,0,Ailin (1); Bill (1); Edric (1); Gruk (1); Rephexia (1)
Vilhelm,2,2,2006,2006,5,Bohann (2); Cardias (2); Icon (2); Ismael (2); Janas (2); Krauser (2); Langdal (2); Lunin (2); Lyron (2); Orghan (2); Romanius (2); Xanathonum (2)
Vilihutas,1,1,2007,2007,1,Alcalime (1); Aranel (1); Arendhil (1); Dofa (1); Fefalas (1); Loxis (1); Marian (1); merlinho (1); Rhoan (1); Risindal (1); Sebastian (1); Selein (1); Thanya (1)
Vintze,1,1,2006,2006,2,Arioch (1); Artax (1); Cornelius (1); Enrick (1); Nyden (1); Quetzacoatl (1); Rhyannor (1); Sikorax (1); Zanner (1)
Violet,2,8,2013,2013,0,Euridas (2); Katon (2); Skan (2); Alistair (1); Carcinero (1); Cochise (1); Dargh (1); Dibbe (1); Francislake (1); Hendryu (1); Quimandissett (1); Carolus (1); Claymore (1); Mossflower (1)
Vladimir,2,18,2006,2009,0,Anarion (1); Elariell (1); Ephiny (1); Helajartie (1); Keleldur (1)
Vlazer,3,16,2006,2012,0,Elariell (1); Ailin (1); Elimar (1); Enrick (1); Henry (1); Jeko (1); Keleldur (1); Kyle (1); Murghat (1); Theon (1); Tyrion (1); Midhriel (1); Miroth (1)
Volgen,1,9,2008,2008,2,Euridas (1); Evha (1); Francislake (1); Tuco (1)
Volkag,2,12,2004,2006,3,Gurnbeld (1); Havamal (1); Vahn (1); XelotasMalachia (1); Bauster (1); Celine (1); Enrick (1); Federicis (1); Moradin (1); Nicodemus (1); Rhen (1)
Volrath,15,176,2005,2009,2,Nimoe (4); Vahn (3); Christof (3); Zanner (3); Alerik (2); Melisandre (2); Zaharil (2); Bauster (2); Nyden (2); Elrik (2); Beatrix (2); Achitia (2); Aureliano (2); Axia (2); Bill (2)
Voltan,30,249,2007,2009,1,Dajemona (10); Skan (8); Asgard (8); Ylerei (8); merlinho (7); Desdemona (7); Fortescue (7); Daerithas (6); Keric (5); Verelath (4); Theon (4); Aranel (4); Heremidas (4); Aslanner (4); Elimar (4)
